college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
University of Michigan - Dearborn,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Alaska Southeast,381,102632,106500,1065,Juneau,AK,99801-8697,Northwest Commission on Colleges and Universities,58.384846,-134.638255,8,19,1,0.6352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1063,NULL,0.5503,0.0038,0.0865,0.031,0.1195,0.0254,0.1232,0.0047,0.0555,10292,NULL,16310,NULL,8462,0.1681,0.1753,26.9668616,0.697855751,0.214424951,0.395143488,46682.37037,34718,39500,40727,6836105
Florida Atlantic University,382,133669,148100,1481,Boca Raton,FL,33431-0991,Southern Association of Colleges and Schools Commission on Colleges,26.372421,-80.102978,5,16,1,0.7478,540,620,520,600,470,550,580,560,510,21,26,20,25,18,24,6,8,24,23,21,7,1147,24396,NULL,0.3921,0.2032,0.2858,0.0382,0.0014,0.0014,0.0386,0.0307,0.0086,10735,NULL,21761,NULL,9971,0.3816,0.5592,23.28665146,0.612283704,0.0653166,0.387772831,44337.6853,28064.5,48300,50478,294971961
Belhaven University,383,175421,239700,2397,Jackson,MS,39202,Southern Association of Colleges and Schools Commission on Colleges,32.318415,-90.169228,5,18,2,0.4954,510,595,485,540,NULL,NULL,553,513,NULL,19,23,18,25,19,21,NULL,NULL,21,22,20,NULL,1083,2003,NULL,0.3774,0.3854,0.0409,0.0914,0.006,0.001,0.023,0.0075,0.0674,NULL,16228,35975,NULL,4784,0.4179,0.4667,30.5905421,0.682814302,0.199538639,0.395118734,39294.29873,26444,42900,41762,6127800
Minot State University,384,200253,299400,2994,Minot,ND,58707,Higher Learning Commission,48.246961,-101.29861,4,19,1,0.7733,440,540,440,530,NULL,NULL,490,485,NULL,18,24,17,24,16,22,NULL,NULL,21,21,19,NULL,1070,2288,NULL,0.6726,0.0337,0.0835,0.014,0.0223,0.0048,0.0555,0.1062,0.0074,12205,NULL,16896,NULL,7449,0.2214,0.546,23.75995807,0.620545073,0.157232704,0.347174164,67634.07967,51786.5,46900,45458,31498895
Embry-Riddle Aeronautical University - Worldwide,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
William Jewell College,386,179955,252400,2524,Liberty,MO,64068-1896,Higher Learning Commission,39.247844,-94.413126,4,22,2,0.364,540,630,500,630,NULL,NULL,585,565,NULL,20,27,21,28,19,27,NULL,NULL,24,25,23,NULL,1168,738,NULL,0.7182,0.0786,0.084,0.0136,0.0014,0.0041,0.0583,0.0271,0.0149,NULL,23307,49150,NULL,6975,0.2647,0.6692,21.33404255,0.595744681,0.059574468,0.201327434,86297.20213,69180.5,51300,52861,63573781
Valparaiso University,387,152600,184200,1842,Valparaiso,IN,46383,Higher Learning Commission,41.462239,-87.040172,3,17,2,0.8663,540,640,530,640,480,590,590,585,535,22,29,22,29,22,28,NULL,NULL,26,26,25,NULL,1199,2719,NULL,0.7231,0.0599,0.1136,0.0232,0.0015,0,0.0327,0.021,0.025,NULL,22899,53847,NULL,7602,0.2677,0.655,20.73131313,0.571043771,0.030976431,0.288135593,82939.04983,70535,54400,55837,259042000
University of North Florida,388,136172,984100,9841,Jacksonville,FL,32224-7699,Southern Association of Colleges and Schools Commission on Colleges,30.27194,-81.509144,5,17,1,0.7992,530,630,510,600,500,590,580,555,545,20,27,20,26,18,25,7,8,24,23,22,8,1144,14308,NULL,0.624,0.0992,0.1462,0.0558,0.0015,0.0013,0.0527,0.0157,0.0037,8865,NULL,19469,NULL,8226,0.3008,0.6615,22.83909864,0.61454833,0.082032022,0.31708351,53956.38842,37074,49200,49338,116390027
University of Washington - Tacoma,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centre College,390,156408,196100,1961,Danville,KY,40422-1394,Southern Association of Colleges and Schools Commission on Colleges,37.645709,-84.779392,5,21,2,0.7208,560,660,540,680,NULL,NULL,610,610,NULL,26,32,26,34,25,29,NULL,NULL,29,30,27,NULL,1325,1333,NULL,0.7202,0.051,0.0735,0.045,0.0023,0.0008,0.0353,0.0525,0.0195,NULL,21426,56645,NULL,8297,0.1857,0.8316,19.37621359,0.470873786,PrivacySuppressed,0.202564103,106142.1311,84855.5,53800,57976,330599920
The College of Idaho,391,142294,161700,1617,Caldwell,ID,83605-4432,Northwest Commission on Colleges and Universities,43.652284,-116.677992,7,21,2,0.4835,520,620,530,620,NULL,NULL,570,575,NULL,21,26,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,1153,1100,NULL,0.5418,0.0191,0.1227,0.0218,0.0082,0.0073,0.0609,0.1755,0.0427,NULL,21412,45607,NULL,7156,0.26,0.6606,20.35457064,0.48199446,PrivacySuppressed,0.268072289,76542.14404,63773,47300,45431,105039031
Wheeling University,392,238078,383100,3831,Wheeling,WV,26003,Higher Learning Commission,40.070873,-80.690804,5,19,2,0.7682,450,550,440,540,440,510,500,490,475,17,23,15,22,16,23,NULL,NULL,20,19,20,NULL,1009,582,NULL,0.5464,0.2388,0.0567,0.0189,0.0103,0.0034,0,0.0481,0.0773,NULL,30815,41651,NULL,7106,0.3383,0.4167,22.74145299,0.532051282,0.108974359,0.367346939,68107.7906,59200.5,49600,53132,8782994
Agnes Scott College,393,138600,154200,1542,Decatur,GA,30030-3770,Southern Association of Colleges and Schools Commission on Colleges,33.769268,-84.295459,5,21,2,0.6752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,980,NULL,0.3102,0.348,0.1469,0.0612,0.002,0.0041,0.0694,0.0337,0.0245,NULL,20291,55403,NULL,9205,0.407,0.7244,19.9525,PrivacySuppressed,PrivacySuppressed,0.211956522,64883.6325,45206,46300,48175,217142446
Willamette University,394,210401,322700,3227,Salem,OR,97301,Northwest Commission on Colleges and Universities,44.935457,-123.030537,8,21,2,0.8017,NULL,NULL,NULL,NULL,550,650,NULL,NULL,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1288,NULL,0.6242,0.0163,0.1553,0.0613,0.0078,0.0047,0.0769,0.0078,0.0458,NULL,34294,66416,NULL,7460,0.2266,0.7373,19.50229709,0.569678407,PrivacySuppressed,0.192,93653.19142,73572,57900,57036,258143000
Bard College,395,189088,267100,2671,Annandale-On-Hudson,NY,12504-5000,Middle States Commission on Higher Education,42.020386,-73.909927,2,21,2,0.5695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1932,NULL,0.4984,0.1071,0.1377,0.0373,0.001,0,0.0611,0.0994,0.058,NULL,26013,74464,NULL,11470,0.3117,0.7357,19.82629108,0.61971831,PrivacySuppressed,0.121710526,83934.44288,62890,43700,43441,136314829
Monroe College - Bronx/New Rochelle,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Charleston,397,237312,381800,3818,Charleston,WV,25304,Higher Learning Commission,38.333367,-81.616244,5,17,2,0.6148,515,615,470,545,NULL,NULL,565,508,NULL,19,23,18,24,17,24,NULL,NULL,21,21,21,NULL,1079,2075,NULL,0.5306,0.0925,0.04,0.014,0.0154,0.0039,0,0.0622,0.2414,NULL,23381,43829,NULL,6704,0.3639,0.4639,24.65777262,0.587006961,0.207656613,0.431273644,56138.78306,44569.5,46800,48303,44741573
University of South Dakota,398,219471,347400,3474,Vermillion,SD,57069-2390,Higher Learning Commission,42.786019,-96.925283,4,16,1,0.9095,500,620,500,625,450,590,560,563,520,20,25,18,25,19,26,NULL,NULL,23,22,23,NULL,1134,5684,NULL,0.833,0.0324,0.0436,0.013,0.0141,0.0007,0.0373,0.0171,0.0088,19389,NULL,23016,NULL,8001,0.2328,0.5998,21.65285326,0.634171196,0.054008152,0.242545455,74909.43071,64843.5,49500,46600,231416534
Stetson University,399,137546,153100,1531,DeLand,FL,32723,Southern Association of Colleges and Schools Commission on Colleges,29.035475,-81.300746,5,18,2,0.8149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3119,NULL,0.563,0.0939,0.1898,0.0212,0.0019,0.001,0.0635,0.0567,0.009,NULL,23218,63006,NULL,10135,0.3255,0.6425,20.05678466,0.615781711,0.011061947,0.267248216,72923.74263,52032.5,51800,46485,255416253
Earlham College,400,150455,179300,1793,Richmond,IN,47374-4095,Higher Learning Commission,39.823431,-84.915037,3,21,2,0.591,560,670,550,660,NULL,NULL,615,605,NULL,24,29,23,32,24,27,NULL,NULL,27,28,26,NULL,1236,736,NULL,0.5095,0.0761,0.1073,0.0299,0.0027,0,0.0571,0.197,0.0204,NULL,19368,61156,NULL,6883,0.2794,0.6741,19.5483871,0.575268817,PrivacySuppressed,0.226256983,70849.46237,62075,39200,43449,418844928
Bryant University,401,217165,340200,3402,Smithfield,RI,02917-1291,New England Commission on Higher Education,41.920092,-71.539547,1,19,2,0.7579,560,630,560,650,NULL,NULL,595,605,NULL,25,30,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,1211,3275,NULL,0.7682,0.0327,0.0675,0.0373,0.0012,0.0012,0.022,0.0565,0.0134,NULL,40533,62855,NULL,14674,0.1146,0.824,19.63412564,0.397794741,PrivacySuppressed,0.160667252,122020.6947,110617,77600,91105,184036000
Augusta University,402,482149,157900,1579,Augusta,GA,30912,Southern Association of Colleges and Schools Commission on Colleges,33.47037,-81.989071,5,17,1,0.8288,520,620,500,590,NULL,NULL,570,545,NULL,19,26,19,27,18,25,NULL,NULL,23,23,22,NULL,1121,5322,NULL,0.5013,0.2632,0.0838,0.0628,0.0009,0.0024,0.0648,0.01,0.0107,12239,NULL,20115,NULL,8940,0.3858,0.4676,22.65570175,0.673245614,0.1,0.283190067,52193.71886,37793.5,70600,42408,286584790
University of Puget Sound,403,236328,379700,3797,Tacoma,WA,98416,Northwest Commission on Colleges and Universities,47.26308,-122.478982,8,21,2,0.8685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1896,NULL,0.6598,0.0232,0.1039,0.077,0.0026,0.0063,0.0907,0.0053,0.0311,NULL,33562,68072,NULL,10460,0.177,0.7707,20.36061381,0.639386189,0.023017903,0.123178808,112275.1918,90104.5,59100,61842,380507000
Milligan University,404,486901,351100,3511,Milligan,TN,37682,Southern Association of Colleges and Schools Commission on Colleges,36.300147,-82.29407,5,19,2,0.9923,550,640,530,630,463,588,595,580,526,22,27,22,30,21,27,NULL,NULL,25,26,24,NULL,1197,816,NULL,0.7843,0.0478,0.0551,0.0123,0.0037,0.0037,0.0147,0.0711,0.0074,NULL,20690,46072,NULL,6660,0.2562,0.6464,22.00502513,0.623115578,0.108040201,0.31865285,73020.91457,59021.5,NULL,44068,45269781
New College of Florida,405,262129,3957400,39574,Sarasota,FL,34243-2109,Southern Association of Colleges and Schools Commission on Colleges,27.384925,-82.55858,5,21,1,0.6997,610,705,550,670,570,670,658,610,620,25,30,25,32,21,26,8,9,28,29,24,9,1277,646,NULL,0.6672,0.0372,0.1796,0.0402,0.0015,0,0.0402,0.0263,0.0077,10272,NULL,20563,NULL,8522,0.2806,0.6383,20.11525424,0.674576271,PrivacySuppressed,0.209386282,64082.68475,44268,PrivacySuppressed,43994,46407546
St. Mary's College of Maryland,406,163912,209500,2095,St. Mary's City,MD,20686,Middle States Commission on Higher Education,38.190904,-76.429097,2,21,1,0.7903,550,660,520,620,NULL,NULL,605,570,NULL,23,29,22,30,20,26,NULL,NULL,26,26,23,NULL,1190,1467,NULL,0.7001,0.1043,0.0763,0.0334,0.0007,0.0034,0.0566,0.0061,0.0191,19448,NULL,30610,NULL,7922,0.2133,0.7169,20.37023594,0.597096189,PrivacySuppressed,0.232824428,95033.88022,85000,55200,55342,37126858
Christopher Newport University,407,231712,370600,3706,Newport News,VA,23606-3072,Southern Association of Colleges and Schools Commission on Colleges,37.062495,-76.494364,5,20,1,0.7642,NULL,NULL,NULL,NULL,510,600,NULL,NULL,555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4745,NULL,0.7576,0.0653,0.0651,0.0396,0.0013,0.0008,0.0554,0.0019,0.0129,25855,NULL,31733,NULL,9102,0.1271,0.7985,19.63492064,0.595238095,PrivacySuppressed,0.181010929,109550.412,97520.5,52000,55027,36551250
University of Nebraska at Kearney,408,181215,255100,2551,Kearney,NE,68849-1212,Higher Learning Commission,40.701452,-99.098699,4,18,1,0.8841,460,550,500,550,NULL,NULL,505,525,NULL,19,26,18,25,18,25,NULL,NULL,23,22,22,NULL,1130,4302,NULL,0.7587,0.0246,0.1267,0.0095,0.0014,0.0014,0.026,0.0458,0.0058,17099,NULL,23319,NULL,7790,0.3631,0.5892,21.82392345,0.618660287,0.079425837,0.343830666,64868.38086,56349.5,45800,46054,59624281
Embry-Riddle Aeronautical University - Prescott,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Memphis,410,220862,350900,3509,Memphis,TN,38152,Southern Association of Colleges and Schools Commission on Colleges,35.118878,-89.938068,5,16,1,0.852,500,610,490,590,410,550,555,540,480,19,26,20,27,17,25,6,7,23,24,21,7,1132,15444,NULL,0.4537,0.3694,0.0713,0.036,0.0023,0.0002,0.0372,0.0142,0.0157,13904,NULL,24139,NULL,8705,0.427,0.5154,22.76978517,0.601940402,0.061122661,0.367559988,44018.18933,28800,43200,43699,223397565
Eastern Mennonite University,411,232043,370800,3708,Harrisonburg,VA,22802-2462,Southern Association of Colleges and Schools Commission on Colleges,38.471134,-78.880326,5,19,2,0.7182,490,620,490,610,NULL,NULL,555,550,NULL,22,30,20,31,20,29,NULL,NULL,26,26,25,NULL,1129,891,NULL,0.6667,0.0819,0.0808,0.0247,0.0022,0.0045,0.0617,0.0269,0.0505,NULL,21842,51275,NULL,5909,0.3098,0.6042,22.89107143,0.635714286,0.098214286,0.319066148,71293.28929,62190,44700,42697,33077034
Indiana University - East,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Joseph's University - New York,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Towson University,414,164076,209900,2099,Towson,MD,21252-0001,Middle States Commission on Higher Education,39.393622,-76.611164,2,17,1,0.788,530,610,510,590,490,580,570,550,535,20,25,20,25,18,24,7,8,23,23,21,8,1122,18629,NULL,0.4947,0.2631,0.0913,0.0666,0.0012,0.0008,0.0568,0.0145,0.011,18105,NULL,25697,NULL,7864,0.3095,0.731,21.47915214,0.626969739,0.033747037,0.289599522,78617.18338,59362,55100,57866,87847763
Grand Valley State University,415,170082,226800,2268,Allendale,MI,49401-9403,Higher Learning Commission,42.963001,-85.889826,3,18,1,0.8752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20265,NULL,0.8203,0.0406,0.0597,0.0249,0.0034,0.0009,0.0382,0.0092,0.0027,17356,NULL,24280,NULL,9324,0.2876,0.6853,20.81552715,0.611234901,0.027559517,0.273298817,76688.80415,63788,47200,50273,132090935
Avila University,416,176628,244900,2449,Kansas City,MO,64145-1698,Higher Learning Commission,38.91339,-94.591758,4,19,2,0.4198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,23,17,24,16,23,NULL,NULL,21,21,20,NULL,1065,1023,NULL,0.5161,0.2434,0.1544,0.0176,0.0059,0.0029,0.0274,0.0323,0,NULL,19057,30366,NULL,6284,0.4432,0.5147,23.66621067,0.629274966,0.097127223,0.36746988,53336.96717,38722,49700,48029,10888411
University of Massachusetts Lowell,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Texas - Arlington,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California State University - Fullerton,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Carolina University,420,200004,298100,2981,Cullowhee,NC,28723-9646,Southern Association of Colleges and Schools Commission on Colleges,35.308979,-83.186258,5,18,1,0.4848,510,620,510,600,430,530,565,555,480,20,25,19,24,18,25,NULL,NULL,23,22,22,NULL,1129,10387,NULL,0.7832,0.0521,0.0783,0.0131,0.009,0.0006,0.0342,0.0155,0.0141,13924,NULL,18462,NULL,7859,0.3598,0.6363,22.32633087,0.573167821,0.089758892,0.329004329,59990.67439,46182,41300,43366,86509244
Indiana Wesleyan University,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - Santa Cruz,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Fayette, The Eberly Campus",423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUNY Farmingdale State College,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monmouth University,425,185572,261600,2616,West Long Branch,NJ,07764-1898,Middle States Commission on Higher Education,40.280066,-74.006447,2,18,2,0.7893,520,610,520,600,440,560,565,560,500,21,26,21,26,18,26,NULL,NULL,24,24,22,NULL,1130,4245,NULL,0.6907,0.0509,0.1522,0.025,0.0007,0.0005,0.0259,0.0141,0.04,NULL,29877,55898,NULL,9321,0.304,0.7443,20.03964961,0.594744122,0.006915629,0.323076923,96624.09175,73885,55900,59513,109097000
The American Musical and Dramatic Academy (AMDA) - New York,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Mobile,427,101693,102900,1029,Mobile,AL,36613-2842,Southern Association of Colleges and Schools Commission on Colleges,30.793247,-88.128934,5,22,2,0.6657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,NULL,0.6572,0.1718,0.0077,0.018,0.0241,0.0052,0.0258,0.0378,0.0524,NULL,23416,36890,NULL,5265,0.3013,0.489,23.91798942,0.673280423,0.103174603,0.324285714,53850.79101,39700,38700,40280,17303532
Regis University,428,127918,136300,1363,Denver,CO,80221-1099,Higher Learning Commission,39.788175,-105.030756,7,17,2,0.782,500,620,500,600,480,570,560,550,525,21,28,20,28,19,26,NULL,NULL,25,24,23,NULL,1143,3071,NULL,0.4946,0.044,0.2439,0.0495,0.0033,0.0026,0.0414,0.015,0.1058,NULL,24961,51593,NULL,7340,0.2286,0.6708,27.83465819,0.641229465,0.245892952,0.36,64611.69157,42833,62700,63625,69772662
The University of Virginia's College at Wise,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boise State University,430,142115,161600,1616,Boise,ID,83725,Northwest Commission on Colleges and Universities,43.604284,-116.203301,7,16,1,0.7749,520,610,510,600,440,550,565,555,495,21,26,20,26,19,26,7,8,24,23,23,8,1135,16973,NULL,0.7367,0.0166,0.1394,0.0265,0.0031,0.0048,0.0514,0.0081,0.0134,16153,NULL,21621,NULL,8321,0.2099,0.5452,23.6500832,0.56921797,0.140266223,0.33470852,62341.39584,42915,43100,43100,118157355
Bethany Lutheran College,431,173142,233700,2337,Mankato,MN,56001,Higher Learning Commission,44.166649,-93.990805,4,21,2,0.6451,NULL,NULL,NULL,NULL,570,670,NULL,NULL,620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,632,NULL,0.6804,0.0348,0.0396,0.0253,0.0032,0.0016,0.0427,0.1646,0.0079,NULL,16107,38528,NULL,7218,0.2308,0.617,19.88446215,0.553784861,PrivacySuppressed,PrivacySuppressed,75590.29881,70558,37600,40621,44116580
Spring Arbor University,432,172334,231800,2318,Spring Arbor,MI,49283-9799,Higher Learning Commission,42.206568,-84.556074,3,18,2,0.633,490,600,490,590,NULL,NULL,545,540,NULL,20,27,21,25,19,26,NULL,NULL,24,23,23,NULL,1100,1233,NULL,0.7534,0.0884,0.047,0.0114,0.0049,0.0008,0.0349,0.0114,0.0479,NULL,20543,41548,NULL,5819,0.3325,0.6469,26.68817204,0.671554252,0.230694037,0.351659751,63087.4262,52494,45000,44111,17467694
University of New Hampshire at Manchester,433,183071,258901,2589,Manchester,NH,03101-1113,New England Commission on Higher Education,42.987209,-71.468755,1,21,1,0.8528,500,640,485,580,460,570,570,533,515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1103,694,NULL,0.7176,0.0274,0.0692,0.0548,0.0014,0,0.0245,0.0043,0.1009,13949,NULL,25244,NULL,9778,0.3831,0.5823,20.02950573,0.557601955,0.012779553,0.174486235,101251.0524,89334,57700,61997,1912216
Saint Mary's University of Minnesota,434,174817,238000,2380,Winona,MN,55987-1399,Higher Learning Commission,44.044736,-91.695449,4,18,2,0.841,NULL,NULL,NULL,NULL,423,540,NULL,NULL,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1315,NULL,0.7065,0.0715,0.1011,0.0289,0.0046,0.0008,0.0061,0.0198,0.0608,NULL,21101,49200,NULL,6945,0.2999,0.6168,25.43484043,0.597074468,0.140957447,0.261538462,72565.24069,54772.5,50400,54950,61788110
Mount Saint Mary's University Los Angeles,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
