rank,REGION,CONTROL,CCBASIC,college,ACCREDAGENCY,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,ENDOWBEGIN,SAT_AVG,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID
94,Mid East,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Bucknell University,Middle States Commission on Higher Education,-0.971437627917337,-0.5093538226196546,0.8986036461155129,-0.46717184229538467,-0.560578544486228,-0.38451891005727173,-0.14504831810317986,-0.46801919519718155,-0.0998438486789414,-0.07717058541052381,-0.8755869852680797,NA,2.157104562421037,1.4572682127573113,NA,0.529150900531364,-1.457007331813629,1.1150199674437813,-0.8619583375027859,-0.4373561367947248,NA,-1.4054374044984488,2.3621503084768856,1.8914299556406189,-0.07363808630009487,0.8466274040330788,0.793905318855672,0.8740577908073313,0.7234865560166978,0.8266093063903976,1.161313008137667,0.674566834647039,2.080670200121921
95,Mid East,"Private, Nonprofit",Doctoral Universities: Very High Research Activity,George Washington University,Middle States Commission on Higher Education,-0.7389992444738226,0.15530295388633666,-0.4498699003811889,0.07789893371520612,-0.09501104857911756,0.4981004290493804,-0.12505577972744822,-0.09836956974771045,0.046509477261564854,0.9337207639727204,0.13032464930668228,NA,0.6739886173242617,1.3897206422918256,NA,1.6231913125216662,-1.0553365889355562,0.9274346825328446,-0.13963374562192116,0.6315178596495049,-0.23854274428897304,-0.9942844489964554,0.9227320176010553,0.37680317176797623,0.1956793603088991,1.1046766520782458,1.1398946804299932,0.8740577908073313,0.7857327292499382,1.3588713112810338,1.3935756097652006,0.9504302748304797,0.8917158000522517
96,Rocky Mountains,Public,Doctoral Universities: High Research Activity,Colorado School of Mines,Higher Learning Commission,-0.23573428721771977,-0.3760105269827075,0.61634022603524,-0.8469549524323936,-0.09229372856409555,-0.36560563850498634,-0.036517395492065126,-0.5016237066016789,0.3717390904626894,-0.2533107447727557,-0.08475514098068454,2.3876046969412186,NA,-0.4702166719923856,NA,0.7951171071665946,-0.9519984783517118,0.8535374490830817,-0.32312408931317704,-2.5915960965793046,-0.5163181112486813,-1.0570122895220204,0.9820090881162317,1.410085352674175,-0.25325495719177976,0.9998441450598967,0.793905318855672,1.0834817630553204,0.2877633433840145,1.0927403088357157,0.6967878048826003,1.2262937150139204,0.8917158000522517
97,Southeast,Public,Doctoral Universities: Very High Research Activity,University of South Florida,Southern Association of Colleges and Schools Commission on Colleges,-0.4774533320691421,2.474347939658251,-0.5622426959225808,0.17252927677260047,0.839747036588466,-0.08821098907146716,-0.10506324135171655,-0.23278761536569992,-0.14049755032908173,0.09896957395170813,0.2924617219848512,-1.516537155172969,NA,-1.2047045242652386,NA,0.1287980749762214,0.7679071186698355,0.10674906104749568,0.5647314893856493,0.3656792523041636,-0.026747748763940784,0.9996781310870844,-1.259561027168232,-1.268468242250176,-0.17799779870753715,0.06441562089616643,0.18842393610060978,-0.03344608893395475,-0.33469838894839016,0.29434730149976157,0.23226260162753343,0.1228399542801578,-0.29723860001741725
98,Rocky Mountains,"Private, Nonprofit",Doctoral Universities: High Research Activity,Brigham Young University,Northwest Commission on Colleges and Universities,0.3666650078046736,2.1496314923919178,1.2170819955645764,-0.9188740131560132,-0.5062321441857872,-0.7577408020223704,-0.0907828567976225,1.7162740460951473,0.005855775611424259,-0.4983753143202089,-0.521532561256568,NA,-1.8243523883192565,-1.312525555407677,NA,0.5719581264014143,0.8478818303390717,0.23393756861968343,-0.08230963683084487,-0.7934722263684636,2.047535154790942,-1.224192732395807,-0.8566822966062219,-0.6632948825839214,0.22514103310948483,0.7014747020076724,0.7074079784620917,0.4552098463113531,0.2877633433840145,0.5604783039450796,0.6967878048826003,0.674566834647039,NA
99,Southwest,"Private, Nonprofit",Master's Colleges & Universities: Small Programs,Trinity University,Southern Association of Colleges and Schools Commission on Colleges,-1.1363802920306114,-0.6161896531736356,-0.08931832416544368,-0.4394136083318824,0.7709082628745741,0.027790409782549985,-0.07364639533270965,-0.29999663817469463,0.15627447171694414,-0.3528682261514085,-0.5844020384174907,NA,-0.4528758626689643,0.7344061950525921,NA,0.36072902825575626,-0.9448097402241401,0.4982622882669129,-0.8706059150160386,-0.23310355505770708,NA,-0.8623604268751738,0.9726654330312385,0.9229409070862357,0.05051055646871656,0.8627554820359018,0.9668999996428326,0.6646338185593421,NA,0.8266093063903976,0.9290504065101337,0.674566834647039,NA
100,Mid East,Public,Doctoral Universities: Very High Research Activity,University of Maryland - College Park,Middle States Commission on Higher Education,-0.40489543378913373,1.866467287688072,-0.5995227702728056,0.5182454634089474,-0.27254262289389125,1.4286333894218224,-0.12505577972744822,-0.33360114957919207,0.09122854907671935,-0.3011749185124926,0.2362100845250783,0.5016845119845251,NA,-0.9001272802418535,NA,1.2859966890698764,-0.7354377422586121,1.0560442907482976,-0.34034712561695357,-0.5233865222719747,-0.6474835067618941,-0.3500415613341667,0.39345709991643363,0.20723186067016702,-0.12549903792214492,1.1530608860867146,1.053397340036413,1.15328975380465,NA,1.3588713112810338,1.3935756097652006,1.2262937150139204,NA
101,Rocky Mountains,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Colorado College,Higher Learning Commission,-1.980920480150241,-0.6581001047237304,0.3143716237984188,-0.5744195644270982,-0.1375823954811297,-0.37317094712590054,-0.0279491647596087,0.4393026127242475,1.1157018306602615,0.29425540280983487,-0.39579360693472276,NA,-0.3547169358402861,1.4258735540079206,NA,0.438975023083799,-1.2979565007411036,1.1242571216250024,-0.9017651277784561,0.4972470579718094,NA,-0.8417544010366798,1.0011517097201639,0.525207174028211,-0.1031553707884841,NA,NA,NA,NA,NA,NA,NA,NA
102,Far West,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Scripps College,Western Association of Schools and Colleges Senior Colleges and University Commission,-1.0726812069126972,-0.7559807105875203,-0.4115246810495292,-0.4924066004440231,0.17672095292308695,1.1524996247584554,-0.1536165488356363,-0.19918310396120253,1.591350139966906,-0.25713987867193466,-0.47520768334851976,NA,0.8061759721202151,1.5645987023567904,NA,0.6456426955219927,-1.3186241228578723,1.1150199674437813,-0.6311882444999292,3.4849007458446852,NA,NA,1.2994919612667915,0.6881531174598594,-0.21875024605179577,1.2740214711078865,1.4858840420043145,1.15328975380465,1.3708467576423986,1.0927403088357157,1.3935756097652006,1.2262937150139204,0.8917158000522517
103,Great Lakes,Public,Doctoral Universities: Very High Research Activity,Michigan State University,Higher Learning Commission,0.6644898693493582,2.600706160036849,0.5263354751039828,9.329213618588818e-4,-0.657496291688681,-0.14873345803878044,-0.09935108753007893,-0.4008101723881868,-0.3478314287447986,0.2617077646668139,-0.495061202451969,0.7117859223977461,NA,-0.8371908002801844,NA,0.5670458217933757,-0.36431913642271924,0.6467673054880716,-0.6787964881711962,-0.11427068399660219,-0.8269779836969329,-0.4994104081731783,0.2931891081618174,0.36086418821328264,0.6909825883692485,-0.25814593916029227,-0.3305601062608721,-0.17306207043261412,-0.7704216015810734,-0.23791470339087453,-0.23226260162753343,-0.15302348590328282,0.8917158000522517
104,Southwest,"Private, Nonprofit",Doctoral Universities: High Research Activity,Texas Christian University,Southern Association of Colleges and Schools Commission on Colleges,-0.5284969698126362,0.028407420026327294,0.47094793606936336,-0.2804346319954601,0.2691098334338364,-0.6354349793175915,-0.03366131858124633,0.03604847587027902,-0.6486688209558389,-0.29351665071413474,-0.43880956499219614,NA,1.6397415787493506,1.0977993700767885,NA,0.7407308775775963,-1.0867873182436827,0.7014796802537618,-0.2713244035487009,0.33856654021148097,-0.3135237145372705,-0.5547402742519743,1.090889711467189,0.4462954466817333,0.14903848114494103,0.16924812791451552,-0.07106808508013117,-0.17306207043261412,0.03877865045105264,0.29434730149976157,0.6967878048826003,0.3987033944635984,NA
105,Southeast,Public,Doctoral Universities: Very High Research Activity,Clemson University,Southern Association of Colleges and Schools Commission on Colleges,0.05829394011463874,1.0230642263658642,1.1766064862700463,-0.2337503294204789,-0.6239826781700758,-0.6518264813295721,-0.09363893370844131,-0.3672056609836894,-0.14862829065911007,-0.9578713822216836,-0.786246149302558,1.1702646437351112,NA,-0.6592223284945764,NA,0.10634182533947369,-0.8432688141721887,0.9068287232055067,-0.4699926819997653,-0.5713782783796042,-0.6835726454033614,-0.8748156222847046,0.5769369091888411,0.6739286859210094,-0.10090910618162584,0.6369623899963807,0.6209106380685113,0.4552098463113531,NA,0.8266093063903976,0.6967878048826003,0.674566834647039,NA
106,Far West,"Private, Nonprofit",Doctoral/Professional Universities,Santa Clara University,Western Association of Schools and Colleges Senior Colleges and University Commission,-0.41501979168867004,-0.3372344040741796,-0.736393900387202,-0.6248890807243751,0.4357721276885218,1.4525902000547173,-0.14790439501399869,0.3384890785107554,1.6035462504619482,-0.061854049813807946,-0.24689221365885336,NA,1.989449115397655,1.4031614805689083,NA,0.9568722803312929,-1.3365959681768018,1.4063455993130398,-0.5661228809663067,-0.21658834229119972,-0.8008519118825045,-0.949713687591082,1.9619956135202472,1.4671312499914382,-0.028465018000170327,0.9595239500528394,0.8804026592492523,1.0834817630553204,NA,0.8266093063903976,NA,NA,NA
107,Far West,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Reed College,Northwest Commission on Colleges and Universities,-0.7685286216808027,-0.7184583191356191,0.021456753903795884,-0.7990089119499806,-0.20732694253336217,-0.13864637987756145,-0.13362401045990463,-0.5688327294106736,2.2783976978542815,0.9988160402587626,-0.2899081717163268,NA,0.7769900512098215,1.466392285456353,NA,0.29125500594206805,-1.23775081892269,0.3099664530343438,-0.9076640937034677,0.09337111074222264,NA,NA,1.0679079874184791,1.3027670968676723,-0.1663744469934122,NA,NA,NA,1.2837021151158619,NA,NA,NA,NA
108,Mid East,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Skidmore College,Middle States Commission on Higher Education,-1.1975482876736416,-0.6087568166807769,0.1759027762118701,-0.265293777106277,-0.24899251609703346,-0.30382228476752077,-0.14219224119236107,-0.43441468379268416,0.2985624274924362,0.8590526529387308,-0.20718517545195486,NA,0.15139049088837886,1.3954599783444486,NA,0.007744854278128303,-0.89898153466087,0.9970686140528138,-0.8716927626187662,0.5908487547726381,NA,-1.119293826626364,1.3257100764260465,0.6936777850664664,-0.21925857119714964,0.6127702729921463,0.7074079784620917,0.5529410333604147,0.41225568985049543,0.5604783039450796,0.9290504065101337,0.3987033944635984,0.8917158000522517
109,Great Lakes,"Private, Nonprofit",Special Focus Four-Year: Engineering Schools,Rose-Hulman Institute of Technology,Higher Learning Commission,0.6775671649695921,-0.6629359260564337,0.40544151971111075,-0.3712797613305585,-0.6891983585306048,-0.1764729229821323,-0.11077539517335416,-0.5688327294106736,0.2253857645221831,1.1385794275787946,-0.5314593208082926,NA,1.513182002424908,1.212046495431993,NA,0.30844807207020297,-1.2027057205507776,0.779640215633319,-0.8448604179991748,-2.5714256612716437,NA,-1.1649992548285828,1.4739572670010048,1.816159005414204,-0.2652545183715702,0.9917801060584852,0.7074079784620917,1.2230977445539797,0.2877633433840145,0.8266093063903976,0.9290504065101337,1.502157155197361,NA
110,Mid East,"Private, Nonprofit",Doctoral Universities: Very High Research Activity,Rensselaer Polytechnic Institute,Middle States Commission on Higher Education,-0.13913103892631346,-0.27821947336581954,-0.7576968000159019,-0.37885018877515003,-0.20913848921004347,1.1134121968837323,-0.10220716444089774,-0.5688327294106736,0.06683632808663488,2.0020491218436485,0.20312088601932954,NA,0.8538157712744002,1.3795664323525694,NA,1.0575745247960833,-0.7659898793007921,1.0489387875319742,-0.8465927903019576,-2.0361029687527608,-0.9131495641940052,-1.2293242899999357,1.1826326264854023,1.4612890727522676,-0.11209656237817481,1.3062776271135326,0.9668999996428326,1.572137698300628,NA,1.3588713112810338,NA,NA,NA
111,Mid East,Public,Doctoral Universities: Very High Research Activity,Rutgers University - New Brunswick,Middle States Commission on Higher Education,0.2687962147758254,2.3333927030346415,-1.2503263539295866,-0.1492138896225401,0.03542031214194059,2.823171945210333,-0.13648008737072345,-0.03116054693871568,-0.37628901989989727,0.807359345299815,-0.3064527709692012,1.539086228549607,NA,-0.6706028922912305,NA,0.7821345878453498,0.1469798629008234,0.8734328580887873,0.10038050994698731,-0.10999593283386151,-0.4898231142239246,0.8810594056477741,-0.5681651359434581,-0.80852378851852,0.004166523663756855,0.4272973759596825,0.27492127649419007,0.6646338185593421,0.22551717015077402,0.5604783039450796,0.6967878048826003,0.674566834647039,NA
112,Southwest,Public,Doctoral Universities: Very High Research Activity,Oklahoma State University,Higher Learning Commission,0.2755457867088496,0.9322582480073255,0.519944605215373,-0.43184318088729085,-0.38938738353983915,-0.7375666456999326,1.0773525997272702,-0.23278761536569992,2.3312475099994643,-0.5615560236566617,-0.8855137448198042,-0.29108427522813307,NA,-1.0687264085569403,NA,-0.251905532146767,0.16495170821975286,-0.5974063076901509,-0.05758267190329567,-0.3688552775703737,-0.21863760670684138,0.27836675074265416,-0.4521670190349711,-0.5704550660223198,-0.19914669999577853,-0.5000671092026363,-0.7630468082287737,-0.7315259964272517,NA,-0.5040457058361926,-0.6967878048826003,-0.7047503662701641,NA
113,Great Lakes,Public,Doctoral Universities: Very High Research Activity,Indiana University - Bloomington,Higher Learning Commission,0.8361821053956563,2.082019545980974,0.559887542019185,-0.3864206162197416,-0.4573203839153903,-0.06803683274902934,-0.13648008737072345,-0.5016237066016789,0.23351650485221143,0.114286109548424,-0.7961729088542826,-0.2116201774282812,NA,-0.9862663751854941,NA,0.2245880148329733,-0.6923053134931816,0.5423164082081184,-0.6740236654945507,-0.31548646049429335,-0.8631742965184681,-0.3816518913589085,0.6534494924623838,0.5310070166497064,0.031093693859162105,0.10473581590322377,0.015429255313449143,0.036361901815374936,-0.21020604248190922,0.29434730149976157,0.23226260162753343,0.3987033944635984,0.8917158000522517
114,Great Lakes,Public,Doctoral Universities: High Research Activity,Michigan Technological University,Higher Learning Commission,0.4134901630900277,-0.34010007597504077,1.553667809698034,-0.8469549524323936,-0.9346629332209296,-0.7426101847805421,-0.05079778004615918,-0.43441468379268416,-0.21367421329933486,-0.8640576016917991,-0.29652601141747653,-0.05248396063014856,NA,-0.7813181185371284,NA,0.20914934320770925,-0.3607247673589332,1.6651280264502543e-4,-0.7152226061052981,-2.649279754989698,-0.8817626573730935,-0.7439243427152114,0.2420409839880251,0.6342188145417196,-0.2961256322582194,0.16924812791451552,0.015429255313449143,0.3155938648126937,-0.21020604248190922,0.29434730149976157,0,0.674566834647039,NA
115,New England,Public,Doctoral Universities: Very High Research Activity,University of Massachusetts - Amherst,New England Commission on Higher Education,0.20087864719977125,1.2996015647989687,0.16791418885110734,-0.3523536927190797,-0.45822615725373106,0.41109937990886763,-0.12505577972744822,-0.4008101723881868,-0.4006812408899814,0.2617077646668139,0.5307039512262421,1.331689093715962,NA,-0.6839946764140175,NA,0.9154685700635393,-0.3059106391361985,0.7910090207794359,-0.1443606076227426,-0.46332221487367764,-0.5437403944073257,-0.43844292818292,0.40708347656483823,0.5009494381003506,-0.22258687708347805,0.4756816099681513,0.44791595728135075,0.5250178370606827,NA,0.8266093063903976,0.46452520325506685,0.674566834647039,NA
116,Far West,"Private, Nonprofit",Doctoral/Professional Universities,Pepperdine University,Western Association of Schools and Colleges Senior Colleges and University Commission,-0.7891991857256888,-0.5296821826663886,-0.5633078409040156,-0.32081024503328154,0.2555232333587261,0.5636664370973032,-0.09649501061926012,0.002443964465781633,1.0831788693401492,0.9394644648214889,-0.4718987634979449,NA,1.4962986670103755,1.4529514471792702,NA,0.9565214014307187,-0.6815222063018238,1.164758489958045,-0.2783433330299356,0.1985344272771186,-0.6979209572006528,-0.8372278363406367,0.7926325748447434,0.2898690343720578,-0.05865719920622092,0.5321298829780315,0.5344132976749311,0.5948258278100125,0.22551717015077402,0.5604783039450796,0.9290504065101337,0.674566834647039,0.8917158000522517
117,Mid East,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Bryn Mawr College,Middle States Commission on Higher Education,-0.9364242235147751,-0.7230254837276167,-0.6479868669280978,-0.2867433215326196,-0.21819622259345028,0.46783919456572376,-0.1536165488356363,-0.5688327294106736,0.12375151039683188,2.4960073948377346,0.17003168751358075,NA,0.877504792282388,1.3660274857668948,NA,0.5691510951968208,-0.9717675082025342,0.9054076225622422,-0.6064695010314594,3.5168812038143256,NA,-1.0861296076068536,0.33060009787905886,0.5362141746237498,-0.06734088525371403,NA,NA,NA,1.2214559418826214,NA,NA,NA,0.8917158000522517
118,Southeast,Public,Doctoral Universities: Very High Research Activity,University of Central Florida,Southern Association of Colleges and Schools Commission on Colleges,-0.6491455681154404,4.633363060216448,-0.6559754542888603,0.32898477729415887,1.4765056934419651,-0.16512496005076108,-0.11648754899499178,-0.03116054693871568,-0.16082440115415203,-0.4773150778747246,-0.653889355279563,-1.4599553892002997,NA,-1.1961200472634521,NA,0.2631846938961334,0.9332480956039866,0.13090777198299486,0.6144797391079138,0.21329775006045515,-0.05705378856828827,0.9500340964605618,-1.2925571873438606,-1.3148246486044644,-0.2816005738429408,0.10473581590322377,0.27492127649419007,0.036361901815374936,-0.27245221571514966,0.29434730149976157,0.23226260162753343,0.1228399542801578,NA
119,Southwest,"Private, Nonprofit",Doctoral Universities: High Research Activity,The University of Tulsa,Higher Learning Commission,0.3653994630672317,-0.579115022956244,-0.26506724610221716,-0.033134002138803145,-0.3287005698710135,-0.1916035402239607,0.5946756017988916,-0.33360114957919207,2.2540054768641973,0.6599376901814252,-0.1972584159002303,NA,-0.416360741888696,0.63497342429475645,NA,0.189500124775555,-0.3095050081999845,0.027167425024674015,-0.2843752062674819,-0.6586384264256577,-0.41917912489844494,-0.3072620597955453,0.007451464324386332,-0.24337780986411872,0.003939070581586236,0.056351581894754955,-0.3305601062608721,-0.10325407968328444,NA,0.028216299054443523,0.23226260162753343,0.3987033944635984,NA
120,New England,"Private, Nonprofit",Doctoral Universities: Very High Research Activity,Brandeis University,New England Commission on Higher Education,-1.1456609534385194,-0.5275329287407426,-0.771543684774557,-0.2703407287360047,-0.4156548103517189,0.8940182468772216,-0.1221997028166294,-0.09836956974771045,-0.25432791494947543,2.8176546423687663,0.16341384781243104,NA,0.8179550433396565,1.4888590881238857,NA,1.1231888792034554,-0.8234997843213665,1.2130759118290442,-0.8835778503029331,0.3378784220363311,NA,-0.9698616113452492,0.5956010366825514,0.4298484477149379,-0.012582923984353898,1.419174173133293,1.1398946804299932,1.6419456890499577,1.159209768649381,1.3588713112810338,1.3935756097652006,1.2262937150139204,0.8917158000522517
121,New England,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Trinity College - Connecticut,New England Commission on Higher Education,-1.0342930165436233,-0.6427866705035035,0.20412911821989727,-0.0987443733252631,-0.3377583032544203,-0.5068247327620508,-0.0879267798868037,-0.4008101723881868,-0.5795575281505999,1.4544829742610583,-0.3428508893255248,NA,0.6911337098770042,1.5283967364863995,NA,0.18879836697440666,-1.1541817381896682,0.7107168344349819,-0.5009194387596279,-0.34515820217333865,NA,-0.8136424505797095,1.5825605244135381,1.5502129371789182,-0.1403939394799372,NA,NA,NA,NA,NA,NA,NA,NA
122,Mid East,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Union College - New York,Middle States Commission on Higher Education,-0.8140882322287146,-0.6570254777609075,0.5428452223162252,-0.3902058299420374,-0.30424468973581514,-0.23951716148975036,-0.09649501061926012,-0.5688327294106736,-0.5023154950153329,0.49337036556714065,-0.8855137448198042,NA,0.7573582658440858,1.186440226889521,NA,0.40318537522523235,-1.0858887259777361,0.9686466011875203,-0.8881671984637652,-0.6451031303480258,NA,-1.3044060093464431,1.8994716334388657,2.144379296249634,-0.19077199271376546,0.7337308580133183,0.44791595728135075,0.6646338185593421,NA,1.0927403088357157,0.9290504065101337,0.9504302748304797,NA
123,Plains,Public,Doctoral Universities: Very High Research Activity,University of Iowa,Higher Learning Commission,1.0007029212631169,1.1227358771676925,0.8677144416538985,-0.578204778149394,-0.41837213036674104,-0.4223454531618426,-0.10791931826253535,-0.33360114957919207,-0.3722236497348831,-0.34520995835305063,-0.18071381664735592,0.7831371934588696,NA,-1.0245776696906097,NA,0.5937126182370136,-0.5691981730585147,0.002298163767541802,-0.26074462834556217,-0.03321496988942446,-0.542444667587847,-0.3616076945639897,0.27187199818694363,0.44599910435800727,0.13671111487851992,-0.1533134321419432,-0.1575654254737115,-0.17306207043261412,NA,-0.23791470339087453,-0.23226260162753343,-0.15302348590328282,NA
124,Rocky Mountains,Public,Doctoral Universities: Very High Research Activity,University of Utah,Northwest Commission on Colleges and Universities,0.7948409773058845,1.2781985777894118,0.4070392371832637,-0.7863915328756612,0.10878795254753577,-0.21429946608670314,-0.0279491647596087,0.8761612609827132,0.501830935743139,-0.061854049813807946,-0.6571982751301378,-0.4294183721833726,NA,-1.2454685264851504,NA,0.2533600846800563,-0.17741194510585293,-0.3593719499433174,0.796856344958524,-0.5546593818250192,1.504369882581295,0.36029459118605417,-0.9279997809700556,-1.008957035901513,-0.010503018561795231,-0.09686515913206294,0.10192659570702946,0.036361901815374936,-0.33469838894839016,-0.23791470339087453,-0.23226260162753343,-0.15302348590328282,-0.29723860001741725
125,Great Lakes,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Wheaton College - Illinois,Higher Learning Commission,1.1133364028954553,-0.6397418941088384,0.6030259137673022,-0.6501238388730136,-0.5252533842909414,0.2837500181234793,-0.14219224119236107,-0.13197408115220782,0.7538838859740103,-0.35478279310099803,-0.6935963934864615,NA,-0.22527803099553573,0.2565696780560075,NA,-0.2129579741830327,-0.4856290923254928,1.098677310046238,-0.830607106601429,-0.35102936876612817,NA,NA,1.3622030742366038,1.1550616157990776,-0.18100461709044055,0.7095387410090839,0.8804026592492523,0.6646338185593421,0.7857327292499382,0.5604783039450796,0.9290504065101337,0.674566834647039,0.8917158000522517
126,Southeast,Public,Doctoral Universities: Very High Research Activity,University of Alabama - Birmingham,Southern Association of Colleges and Schools Commission on Colleges,0.8454627668035647,0.37407909306770776,-0.17026934275450314,2.062612662105621,-0.6149249447866689,-0.102080721543143,-0.08507070297598489,-0.43441468379268416,0.08716317891170518,-0.615163898245167,-0.706832072888761,0.18590833276940702,NA,-0.9884738121288106,NA,0.4498522690015987,0.7355577970957626,-0.7807282906712935,0.8417888530589814,0.6720268885583688,0.42356549083917033,0.8344135176561827,-1.1536176890627476,-1.1840530146059292,-0.17096605565590306,-0.024288808119359722,-0.0018702127652669204,-0.3126780519312735,NA,-0.23791470339087453,0.23226260162753343,-0.42888692608672346,NA
127,Southwest,Public,Doctoral Universities: Very High Research Activity,Arizona State University,Higher Learning Commission,1.1732388538010434,4.769661580001158,-0.5973924803099355,-0.42174927762783543,1.2247007053832557,0.021485985931788177,0.20053698810589599,0.06965298727477641,0.1806666927070286,0.1851250866832347,-0.42226496573932176,-0.5261482294528258,NA,-0.9142058225247833,NA,0.4042380119269549,0.661873231288152,-0.4368219350012423,1.3186989333881618,-0.08348758581791807,1.0385493883865338,1.240472357320142,-0.960112451686012,-1.1263720980235385,-0.0908698990166499,-0.3307222901729955,-0.2440627658672918,-0.10325407968328444,NA,-0.5040457058361926,-0.6967878048826003,-0.42888692608672346,NA
128,NA,Public,Baccalaureate Colleges: Diverse Fields,United States Merchant Marine Academy,Middle States Commission on Higher Education,-1.5375579737997263,-0.7472045903911329,1.1611618840392388,-0.7460159198378397,-0.7353927987859796,-0.2912134370659971,-0.042229549313702756,1.7162740460951473,0.5140270462381812,-0.9655296500200413,-0.6770517942335871,-1.8857747823843225,NA,-1.7722120353147701,NA,0.12949983277736976,-1.5855060258439746,0.722796189902732,-0.7464771585054023,-3.1971013598404214,NA,NA,0.3983189592337403,0.6193593637377424,NA,0.3224648689413334,0.3614186168877704,0.5250178370606827,NA,0.028216299054443523,0.23226260162753343,0.674566834647039,NA
129,Far West,"Private, Nonprofit",Baccalaureate Colleges: Arts & Sciences Focus,Occidental College,Western Association of Schools and Colleges Senior Colleges and University Commission,-0.8292747690780189,-0.6749359271412899,-0.592599327893478,-0.49871528998118275,0.28903684687733144,0.9482362919937731,-0.1536165488356363,-0.03116054693871568,2.2580708470292112,0.1506628815906242,-0.46858984364737,NA,0.8662492353393662,1.5161331979124186,NA,0.39686955501489707,-0.645578515663965,0.8158782820365681,-0.8939086931137676,0.17070505170499117,NA,-0.8396572165206393,0.8738180049947587,0.5734686381778809,-0.19733131541833757,1.0482283790683655,1.2263920208235737,0.8740577908073313,0.8230804331898824,1.0927403088357157,1.3935756097652006,0.9504302748304797,NA
130,Southeast,Public,Doctoral Universities: Very High Research Activity,Florida International University,Southern Association of Colleges and Schools Commission on Colleges,-0.11297644768584547,2.852079317090516,-2.629156532397186,0.4829168020008535,4.970073459421974,-0.6808268310430764,-0.13648008737072345,-0.4008101723881868,-0.9982906551470477,0.2789388672131191,-0.7730104699002585,-2.1505857679843525,NA,-1.2905492942831036,NA,0.27651809211795236,1.965730609176483,-0.3678985538029061,0.7942983875419639,0.37670371884592696,-0.05649717731739117,1.5718422971619408,-1.814660389405757,-1.6313182503438781,-0.26577767198091357,-0.46781095319699045,-0.1575654254737115,-0.5221020241792625,-0.6459292551145924,-0.23791470339087453,-0.23226260162753343,-0.15302348590328282,-0.29723860001741725
131,Great Lakes,Public,Doctoral Universities: Very High Research Activity,University of Cincinnati,Higher Learning Commission,0.6682865035616842,1.6167060710786392,0.8219132074521935,-0.1391199863630846,-0.8404625060334988,-0.3933451034483383,-0.127911856638267,-0.43441468379268416,-0.14049755032908173,-0.19970287018425031,0.01451245453656167,1.4101130855236692,NA,-0.9222507038293147,NA,0.07406096648664887,-0.5080938989741546,0.04635228370874658,0.30603715413446203,-0.05578604875624071,-0.003817252181654658,0.5156800168933834,-0.33873223102893724,-0.19628054770051548,0.09854603584821689,-0.024288808119359722,-0.1575654254737115,0.036361901815374936,-0.33469838894839016,-0.23791470339087453,-0.23226260162753343,0.1228399542801578,-0.29723860001741725
132,Plains,"Private, Nonprofit",Doctoral Universities: High Research Activity,Saint Louis University,Higher Learning Commission,-0.21168893720632156,-0.18517468883473293,0.3899969174803039,-0.24636770849479814,-0.5134783308925126,0.5132310462912087,-0.1193436259058106,-0.43441468379268416,-0.05512477686378664,-0.2590544456215242,-0.574475278865766,NA,-0.3107417366210382,0.7987161913345469,NA,0.07230657198377795,-0.7659898793007921,0.5053677914832363,0.0734346506168123,0.5344430406126234,-0.27794845475668184,-0.356419108400251,0.7502089389671881,0.6543912598639281,0.0403374329045861,0.4111692979568595,0.27492127649419007,0.245785874063364,NA,0.29434730149976157,0.6967878048826003,0.3987033944635984,NA
133,Plains,Public,Doctoral Universities: Very High Research Activity,Iowa State University,Higher Learning Commission,1.1753480950301132,1.5397806909898968,0.9816849546674428,-0.6324595081689667,-0.5777882379147009,-0.4992594241411366,-0.11077539517335416,-0.33360114957919207,-0.660864931450881,-0.2992603515629032,0.19319412646760487,0.07607313999893114,NA,-1.1749777067619094,NA,0.44493996439356015,-0.4856290923254928,0.182067395140523,-0.45666675118623734,-0.9505646498202641,-0.767221520938079,-0.6041084125863821,0.2748904247118274,0.593958593132653,-0.01750915778121722,-0.4113626801871102,-1.0225388294095146,-0.17306207043261412,NA,-0.5040457058361926,-0.46452520325506685,-0.15302348590328282,NA
